Project,Sample Year,Observation Date,District,Sub District,Location,ASLProjectType,Gear,Mesh,Period,Run,Sex Determination Method,Card No,Fish Num,Sex,Length,Length Type,Age Fresh,Age Salt,Total Age,Age Error,Aging Structure
Kwethluk River Escapement,2022,7/10/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,37,7,male,515,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,38,1,male,560,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,38,2,male,525,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,38,3,male,625,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,38,4,male,620,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,38,5,male,695,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,38,6,male,615,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,38,7,female,765,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,38,8,male,695,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,38,9,male,625,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,38,10,female,625,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,39,1,female,840,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,39,2,female,760,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,39,3,male,665,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,39,4,female,755,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,39,5,female,770,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,39,6,male,565,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,39,7,male,745,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,39,8,male,515,Mid-eye to fork of tail,,2,,"no fresh water age, only salt water",scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,39,9,male,595,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,39,10,male,575,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,40,1,male,585,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,40,2,female,740,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,40,3,male,620,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,40,4,male,725,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,40,5,male,700,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,40,6,female,700,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,40,7,female,820,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,40,8,female,775,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,40,9,male,670,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,40,10,female,790,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,41,1,male,695,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,41,2,male,400,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,41,3,male,545,Mid-eye to fork of tail,,,,Illegible,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,41,4,male,615,Mid-eye to fork of tail,,2,,"no fresh water age, only salt water",scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,41,5,male,615,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,41,6,male,520,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,41,7,female,810,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,41,8,male,605,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,41,9,male,650,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,41,10,male,545,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,42,1,male,500,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,42,2,male,520,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,42,3,male,545,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,42,4,male,475,Mid-eye to fork of tail,,2,,"no fresh water age, only salt water",scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,42,5,male,605,Mid-eye to fork of tail,,,,Absorbed,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,42,6,male,560,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,42,7,male,580,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,42,8,female,800,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,42,9,male,625,Mid-eye to fork of tail,,,,Absorbed,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,42,10,male,525,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,43,1,male,715,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,43,2,male,625,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,43,3,male,640,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,43,4,male,605,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,43,5,male,575,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,43,6,female,800,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,43,7,female,840,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,43,8,male,540,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,43,9,male,465,Mid-eye to fork of tail,,,,Regenerated,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,43,10,male,555,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,44,1,male,570,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,44,2,female,765,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,44,3,male,465,Mid-eye to fork of tail,1,1,3,,scale
Kwethluk River Escapement,2022,7/11/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,44,4,female,725,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,44,5,male,460,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,45,1,female,800,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,45,2,female,750,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,45,3,male,615,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,45,4,male,540,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,45,5,female,770,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,45,6,female,770,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,45,7,male,725,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,45,8,male,630,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,45,9,male,720,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,45,10,male,675,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,46,1,female,790,Mid-eye to fork of tail,,4,,"no fresh water age, only salt water",scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,46,2,female,790,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,46,3,female,745,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,46,4,female,695,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,46,5,male,585,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,46,6,male,585,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,46,7,male,610,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,46,8,male,670,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,46,9,female,785,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,46,10,male,665,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,47,1,female,725,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,47,2,male,510,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,47,3,female,780,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,47,4,female,800,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,47,5,male,700,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,47,6,male,510,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,47,7,female,680,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,47,8,female,790,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,47,9,female,690,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,47,10,male,560,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,48,1,female,785,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,48,2,male,500,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,48,3,male,530,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,48,4,male,510,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,48,5,female,795,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,48,6,male,590,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,48,7,male,540,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/12/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,48,8,male,535,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,49,1,male,580,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,49,2,male,530,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,49,3,male,610,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,49,4,male,670,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,49,5,male,585,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,49,6,male,575,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,49,7,female,775,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,49,8,male,825,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,49,9,female,830,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,49,10,male,780,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,50,1,male,635,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,50,2,male,625,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,50,3,male,485,Mid-eye to fork of tail,,2,,"no fresh water age, only salt water",scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,50,4,female,800,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,50,5,male,825,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,50,6,male,500,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,50,7,male,570,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,50,8,male,680,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,50,9,unknown,,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,50,10,male,545,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,51,1,male,495,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,51,2,male,555,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,51,3,female,785,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,51,4,male,645,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,51,5,female,690,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,51,6,male,650,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,51,7,male,645,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,51,8,male,595,Mid-eye to fork of tail,,,,Regenerated,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,51,9,female,800,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,51,10,male,550,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,52,1,male,595,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,52,2,female,695,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2022,7/13/2022,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,52,3,female,745,Mid-eye to fork of tail,1,3,5,,scale
